Volume
2894700
5859400
2612300
2960300
1955200
2566100
1570700
2203900
2287200
3138700
2159000
2525500
4206300
2630000
1080900
1555400
1740700
2624400
2352300
3233300
2751900
2495100
3517900
3875000
2593600
2560000
2494100
2054500
3162700
2099000
3256300
3836700
1990800
2685700
2829500
1858900
2638900
2799800
2905700
2451400
2566600
2269100
3049300
1666500
2709900
3933000
5746100
6837000
8351400
4030000
2360300
2902200
1197700
1638500
1358600
1468100
2486900
2585600
1746300
1507300
1436100
2374500
2460100
1794000
2322200
4372000
2894400
2171800
3081300
3124600
1987300
1633800
2314800
1613200
1409500
1643400
2160800
2702200
3721100
2705900
3505700
4001900
3981300
1934200
1279300
2559700
2600000
3084300
1930700
2546300
2333200
2502100
2722700
2770900
2340700
2144200
1406600
1844200
2187800
8581500
3996200
1762900
2834400
2126900
2078400
1278100
1410000
2144400
2099500
3203500
2154100
2189300
1233500
2926900
5109000
1183500
1734300
2297500
2593000
2703100
1707800
3609000
6169700
2211000
1437600
3691900
1316100
2440800
3104600
3613800
1945800
3250400
3003000
3322000
1707300
1561600
1601800
2480600
1936800
2024800
2166500
2012000
2075100
1890400
3043000
2755900
2393600
2700800
3208700
3903800
2860500
3636600
2013500
2958500
1770100
1537200
3141500
2252700
2972200
2732600
2841000
4084300
1801100
2667100
2644900
2707500
2419000
2638300
3816200
5149300
2284000
2596700
1803000
2545100
2653100
1922200
2273800
1444200
3287100
4157900
2736400
4742200
1452900
2953500
1446400
2780700
1571400
3954600
6902000
2240600
2464600
2939500
2803800
1741800
1876600
2406800
3339200
3202800
4075900
4849400
3556800
4332500
1911900
1730000
2746700
2140700
1897000
2266400
3498900
1719600
999100
1563500
1446800
1013700
684000
1754200
1798700
2311400
2749000
3149300
2807100
3090100
2504100
1471500
1858500
2693200
2095900
1986400
1459800
1965200
2351900
2148400
3543000
822400
1651700
2096000
1413000
1016800
1167400
1473200
1354300
1311600
1622500
2216600
759700
984200
1382800
1370400
1182100
1585700
2466200
13413200
1814100
3866000
3067200
2000200
1535800
1883500
1925600
2435100
6057300
3235800
5028600
8089300
3632700
2569100
6477100
7532900
7550800
16603600
9855200
2352600
3689300
1938100
1897200
1986800
1520700
1901600
2955200
2227700
1680200
2951300
3578800
2651600
3672700
2988900
3328900
1629100
1497800
1542800
3478300
1812800
2022700
2405300
1813700
875900
1172100
1559400
1810300
1361000
1757800
2581400
1628000
1905800
1708500
1472000
1048300
755700
1314100
1464900
1529900
2528900
1799800
2993800
1266500
2504300
1981200
5213000
2447500
2558300
2384400
1470500
1336400
1803600
1503700
2979300
3546400
4340600
2270200
2720500
6643700
4456900
3392100
7986300
2734900
2819300
3025300
6313600
11144700
5818900
28263400
4159200
3201400
2536900
1528000
2143700
1591600
942900
1579500
1103200
1107000
1095600
1169100
1423800
1743600
2549300
2011200
939500
1331800
2157500
948000
1609700
1719200
1483900
1059100
2114900
1514600
2165000
1836400
1984000
1858600
3057800
1922700
2367100
8221600
2735800
4504000
2691500
2154200
2468700
1974000
2505700
3280900
1317900
1949800
1820800
1682500
2152000
3764900
1837300
1642500
2424100
4203200
1932000
3799500
2453300
1948000
2884400
3298000
3610000
6028900
3530500
1542000
3096400
2999500
2141800
2869900
4853400
2915600
4021300
4291800
3896500
5753500
3829300
4218900
5934800
4396200
3912800
2048100
1883700
1979700
3128600
3506800
1939600
3145600
1794000
1358800
1219800
1347900
1675100
2120900
4427800
5285800
3084300
4065900
1539100
1329000
1687800
1374100
2505400
2585400
1975900
1348500
1839000
1487600
2245000
2600200
1726900
1572500
2106500
1855100
2280100
2082700
2083100
2442500
1518800
2603400
3581400
3337000
1672700
1230900
1920800
1279700
1679200
4029400
2763200
1794100
3301300
1477100
2686500
2190100
3363100
4074500
2221700
2868500
2582700
1450200
1135700
1265900
1760600
1980400
1919100
2181400
7996900
3962700
3186400
1652000
1515600
2637800
2470700
1971300
2705600
1685000
3293000
3472800
1286300
1253900
3121300
1582100
1999700
3103800
1435500
2698700
2921100
3682200
1338800
2849000
1504500
2845500
1894700
2118800
4321000
2652200
2279600
2680300
1389200
1179500
2165700
2234200
1780700
1898500
1538800
1776100
2233900
3295600
3542200
2303100
2236000
1961900
4355600
3562500
3301200
2799700
3686200
3483700
3428800
2298200
1948100
2004400
1464400
2237400
2083500
1851500
2017800
3416500
1226200
1126300
972200
2588300
2540400
1155400
1947300
1251700
2082800
1543900
2394000
1953300
1435800
1488700
1678800
2742200
1945700
2907600
1830800
1981800
1491200
2698600
3090000
3979800
6149100
4238200
5088700
2409500
1935400
1445800
2232700
1953100
2952300
1276300
1393700
1344900
2119600
2145200
2534300
1718700
2368200
2454900
1579800
4398900
2908000
5098000
3046800
1541200
2508500
2815400
2446600
4298900
2461100
1672900
1769400
1677300
2562000
3124900
4878700
2543800
3116100
4416600
5645500
2605000
3616300
2727300
3352200
3693500
3287300
2821800
3845200
5435100
1983400
1860800
2706600
1780300
1989100
1750200
1567300
2471300
3639500
2167700
3496800
1997400
3359100
1963100
2510300
3430500
5228800
2214900
2034700
4030600
2795600
2182900
3573400
2806100
2870000
2797000
2585200
1450300
4035100
4168800
2672600
1903000
3083300
1718900
2836000
2797100
1685800
2499400
2387600
2650500
7722900
2927200
2873200
3051900
5135900
3984000
5658100
3151100
2316100
5146400
5203400
10521000
10155600
5039600
4331300
1238500
2728900
2933600
4063600
4549600
5155000
3243400
2837700
2895900
1910400
1918000
3546600
3969200
9677900
1289800
1907900
2006500
2739100
3092200
3778800
3406900
3236700
2330600
1715400
2311100
1534900
2259400
2820000
4514200
1745100
1591000
3232900
4862700
2585500
3116600
3564100
3790500
3987900
5690300
1505500
1675600
4149900
3496000
2228300
3102800
1188500
739700
2972000
3441400
5101700
2584100
1913800
3835900
3528700
2035700
1998200
1344900
2586000
2923000
2985900
2591600
3903300
5947100
7523400
4002300
5407000
6876700
2392700
3689500
4568300
5359300
4540600
4590200
3961300
2431900
2549400
3579600
4632500
5568000
3449500
4240600
4278800
4404100
4582900
2514300
3457400
4763100
5068700
3418400
5190600
7704800
6298500
9096700
6884900
8012200
5074600
5343700
3361200
2435800
4268800
3797200
3960600
3192800
3440200
3075500
2998700
3821100
5394900
4089500
3647200
5222200
5488400
5549700
5697300
11250200
7343900
6182400
10299400
3870700
7719200
5696900
1981600
5515500
2782100
2910100
2403900
2463900
2329200
4012200
3117700
3739800
4875700
2638600
3910400
2366900
1999900
2848400
2840800
5351600
3657900
2680400
4825600
5113300
4620700
8318200
3334700
4427500
5930700
13307300
4571100
12469600
13462400
12843600
5258600
3490200
2103900
3628000
8038000
4165800
4663300
4675900
6346100
4490200
6018300
8825900
14453600
6351000
15354900
23941900
3381100
2763700
3153400
2370200
3100600
4887900
2843400
4075800
5148400
6487100
4365100
2996600
5743400
3291800
7455300
6798000
4486300
4471500
5861600
6500100
4391800
8472000
4618400
4550500
4385300
4883500
4476600
6799000
7208700
6579600
7634000
6755800
5922700
4651200
4925500
4063200
2905800
3360600
2962800
4153800
4297700
3886300
7455600
4593300
3183900
3040100
3657400
5626300
4938100
9527800
9749100
5140400
6634500
10928200
7003600
8483900
3522600
4399000
11130700
5318600
4300800
5290000
5335800
5479400
20023400
15926800
15921000
9652500
5512400
6212600
6444000
8553200
3925900
7684200
9493200
5237600
5436800
6358400
6085200
11703300
3933900
4418200
7715600
6290600
4404500
3507000
4570400
3297500
4600100
5264300
4247500
5710700
5229800
5008100
3905500
6359500
8254700
4316300
4728500
2802500
4800300
3342900
6885900
4344200
5294100
2871100
4400500
3548900
3902700
8737900
11623100
22599800
4569800
3318200
5771300
5996600
2886100
5556500
4692100
2240700
3115100
3977800
4802900
2880200
1798400
3367100
3199900
3346200
7011500
4538300
7268800
5454500
5321400
4564700
3912700
6371400
3385900
5242700
4833600
4605200
3668800
10323000
10284600
3845500
6402800
6844700
5282700
3070200
5487300
6917300
6383100
3969300
6441800
3577800
4608900
4761300
4383700
3283600
8397100
5674800
4151400
5295400
6867500
3487400
7498600
5215200
8624000
22874100
6666500
6775700
4099000
6034800
5310300
4782500
7414000
4668500
6123700
6197600
8314800
4885700
4564400
5601800
7353600
5315100
9548000
6568200
5386800
6734500
8225700
8464700
7541200
6336700
9850100
6250600
4920300
9208600
6361100
10348700
8066800
7298900
10072200
13361100
5963800
5229100
8511200
5222900
10357500
5693500
4955500
4872500
4888900
8517300
7652900
9083700
5953100
6310500
11232300
5608900
4697700
4279100
7361100
9732000
9242300
7135500
9996300
9065500
11054100
6536300
4118900
4004900
3295500
4401100
4504200
2851100
5994200
4028800
13852900
7753000
8185200
12704100
6470200
5225300
5447400
7180000
8505700
4465900
2789200
5139900
2760000
4621700
4352400
3534400
2567100
2580700
5885200
6151400
3664200
1897100
1459600
4685200
3876200
4870300
2252800
2065200
2390500
2191300
3543800
3590200
5034100
2470800
1810300
2951900
1545900
1522100
1921300
2574000
3398500
3808600
2534300
2601900
1240600
1810200
1686800
2119000
1736000
1827000
1394000
1930800
3148300
2800300
1624400
1827500
1103800
1611100
2658600
3250000
1519000
1333600
1585200
1842400
1589000
2795900
1739700
1902000
2743600
2215100
3186200
1978700
2232400
3457700
2016200
1290100
3030200
4635800
3036200
1999400
1349300
2334500
2241600
1502000
2230900
3701300
4102400
2826600
6936700
3309700
1856300
1640000
3271700
2161700
2247500
1940800
1839900
1679000
2466600
2789100
2631100
2430500
2464000
2784300
2627100
2314000
2598500
2694000
4995900
2124800
3988700
2466200
3792900
2236100
2295700
2205200
1342500
1666300
2041700
1911900
2105600
1561700
1534200
2634500
2005500
3734500
4127300
4722800
3108500
4218500
3647400
5496200
4571100
3011700
2858300
2836800
3119400
2748700
1877000
1328300
1232800
2305400
1080300
1066200
1420300
1578300
2580300
1764300
2652400
1840700
3585300
1609900
3008800
1755600
3448500
3096200
2244400
2332400
1722200
3964600
4575900
4282900
10226400
1898500
1583500
2149000
1897700
1595000
1401600
1560000
3590200
1464700
3167400
1943300
5615900
2983900
1717700
2733300
3769300
3162000
1592100
1687100
1392200
2199200
2168200
1700000
2059400
1643500
2993900
3406000
3163500
1523700
3670100
7759000
3343600
2172800
5160000
2430200
8002200
1934500
3028000
1362300
3083200
4112600
